,Timestamp,age,Gender,Purchase_Frequency,Purchase_Categories,Personalized_Recommendation_Frequency,Browsing_Frequency,Product_Search_Method,Search_Result_Exploration,Customer_Reviews_Importance,Add_to_Cart_Browsing,Cart_Completion_Frequency,Cart_Abandonment_Factors,Saveforlater_Frequency,Review_Left,Review_Reliability,Review_Helpfulness,Personalized_Recommendation_Frequency_2,Recommendation_Helpfulness,Rating_Accuracy ,Shopping_Satisfaction,Service_Appreciation,Improvement_Areas
582,2023/06/12 3:44:16 PM GMT+5:30,23,Female,Once a week,Beauty and Personal Care,Sometimes,Few times a week,Keyword,Multiple pages,3,Maybe,Often,Found a better price elsewhere,Sometimes,Yes,Moderately,Sometimes,3,Sometimes,3,3,Competitive prices,Customer service responsiveness
583,2023/06/12 3:45:27 PM GMT+5:30,23,Female,Multiple times a week,Beauty and Personal Care,Yes,Few times a week,Keyword,Multiple pages,3,Maybe,Sometimes,Found a better price elsewhere,Sometimes,Yes,Occasionally,Sometimes,4,Sometimes,3,3,Competitive prices,Customer service responsiveness
584,2023/06/12 3:47:01 PM GMT+5:30,45,Female,Multiple times a week,Beauty and Personal Care,Sometimes,Few times a week,categories,Multiple pages,3,Maybe,Sometimes,High shipping costs,Sometimes,Yes,Moderately,Sometimes,3,Sometimes,3,3,Product recommendations,Reducing packaging waste
585,2023/06/12 3:48:11 PM GMT+5:30,25,Female,Few times a month,Beauty and Personal Care,Sometimes,Few times a week,categories,Multiple pages,3,Maybe,Sometimes,High shipping costs,Sometimes,Yes,Occasionally,Sometimes,4,Sometimes,4,4,Product recommendations,Reducing packaging waste
586,2023/06/12 3:49:27 PM GMT+5:30,25,Male,Multiple times a week,Beauty and Personal Care,Sometimes,Few times a week,categories,Multiple pages,2,Yes,Sometimes,Found a better price elsewhere,Always,Yes,Moderately,Sometimes,3,Sometimes,3,2,Product recommendations,Product quality and accuracy
587,2023/06/12 3:51:31 PM GMT+5:30,23,Female,Few times a month,Clothing and Fashion,Sometimes,Few times a week,Keyword,Multiple pages,4,Maybe,Sometimes,High shipping costs,Sometimes,Yes,Occasionally,Sometimes,3,Sometimes,3,3,Product recommendations,Customer service responsiveness
588,2023/06/12 3:52:33 PM GMT+5:30,23,Female,Few times a month,Clothing and Fashion,Sometimes,Few times a week,categories,Multiple pages,3,Maybe,Sometimes,Changed my mind or no longer need the item,Sometimes,Yes,Occasionally,Sometimes,3,Sometimes,3,3,User-friendly website/app interface,Customer service responsiveness
589,2023/06/12 3:53:28 PM GMT+5:30,23,Female,Once a month,Clothing and Fashion,Sometimes,Few times a month,Filter,Multiple pages,3,Maybe,Rarely,Changed my mind or no longer need the item,Sometimes,No,Occasionally,Sometimes,3,Sometimes,3,3,Competitive prices,Customer service responsiveness
590,2023/06/12 3:54:44 PM GMT+5:30,23,Female,Once a week,Beauty and Personal Care,Sometimes,Few times a week,Filter,Multiple pages,3,Maybe,Sometimes,Found a better price elsewhere,Sometimes,Yes,Moderately,Sometimes,3,Sometimes,3,3,Product recommendations,Customer service responsiveness
591,2023/06/12 3:55:53 PM GMT+5:30,23,Prefer not to say,Multiple times a week,Beauty and Personal Care;Home and Kitchen,Sometimes,Few times a month,Keyword,Multiple pages,3,Maybe,Sometimes,Changed my mind or no longer need the item,Always,Yes,Moderately,Sometimes,3,Sometimes,3,3,Competitive prices,Customer service responsiveness
592,2023/06/12 3:56:57 PM GMT+5:30,23,Female,Multiple times a week,Beauty and Personal Care,Sometimes,Few times a month,categories,Multiple pages,2,Maybe,Often,Found a better price elsewhere,Often,Yes,Moderately,Sometimes,3,Sometimes,3,5,Competitive prices,Customer service responsiveness
593,2023/06/12 3:57:52 PM GMT+5:30,23,Female,Once a week,Groceries and Gourmet Food,Sometimes,Few times a week,categories,Multiple pages,3,Maybe,Rarely,High shipping costs,Always,Yes,Moderately,Sometimes,4,Sometimes,3,4,Product recommendations,Customer service responsiveness
594,2023/06/12 3:59:10 PM GMT+5:30,23,Female,Once a month,Beauty and Personal Care,Sometimes,Few times a week,categories,Multiple pages,3,Maybe,Sometimes,Found a better price elsewhere,Rarely,Yes,Moderately,Sometimes,4,Sometimes,3,4,Product recommendations,Product quality and accuracy
595,2023/06/12 3:59:59 PM GMT+5:30,23,Female,Few times a month,Beauty and Personal Care,Yes,Few times a week,Keyword,First page,3,Maybe,Sometimes,Found a better price elsewhere,Sometimes,Yes,Occasionally,Yes,3,Sometimes,3,4,Competitive prices,Customer service responsiveness
596,2023/06/12 4:00:56 PM GMT+5:30,25,Female,Once a week,Beauty and Personal Care,Sometimes,Multiple times a day,categories,Multiple pages,4,Maybe,Sometimes,Found a better price elsewhere,Sometimes,Yes,Heavily,Sometimes,3,Sometimes,3,3,Product recommendations,Customer service responsiveness
597,2023/06/12 4:02:02 PM GMT+5:30,23,Female,Once a week,Beauty and Personal Care,Sometimes,Few times a week,categories,Multiple pages,4,Maybe,Sometimes,Found a better price elsewhere,Sometimes,Yes,Moderately,Sometimes,3,Sometimes,3,4,Competitive prices,Customer service responsiveness
598,2023/06/12 4:02:53 PM GMT+5:30,23,Female,Once a week,Clothing and Fashion,Sometimes,Few times a week,Filter,Multiple pages,3,Maybe,Sometimes,Found a better price elsewhere,Sometimes,Yes,Heavily,Sometimes,3,Sometimes,3,3,Product recommendations,Reducing packaging waste
599,2023/06/12 4:03:59 PM GMT+5:30,23,Female,Once a month,Beauty and Personal Care,Sometimes,Few times a week,categories,Multiple pages,3,Maybe,Sometimes,High shipping costs,Sometimes,Yes,Occasionally,Sometimes,3,Sometimes,2,3,Wide product selection,Product quality and accuracy
600,2023/06/12 9:57:20 PM GMT+5:30,23,Female,Few times a month,Beauty and Personal Care;Clothing and Fashion;others,Yes,Few times a month,Keyword,Multiple pages,1,Yes,Often,others,Sometimes,No,Heavily,Yes,2,Yes,2,2,Wide product selection,Product quality and accuracy
601,2023/06/16 9:16:05 AM GMT+5:30,23,Female,Once a week,Clothing and Fashion,Sometimes,Multiple times a day,Keyword,Multiple pages,3,Maybe,Often,Found a better price elsewhere,Sometimes,Yes,Moderately,Sometimes,3,Sometimes,3,3,Product recommendations,Product quality and accuracy
